smca,red,nombre_estacion,clave_estacion,nombre_contaminante,clave_contaminante,fecha,hora,valor,unidades,,Promedios mensuales y anual del Monoxido De Carbono,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,10,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,11,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,12,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,13,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,14,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,15,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,16,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,17,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,18,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,19,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,20,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,21,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,22,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,06/06/2022,23,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,0,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,1,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,2,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,3,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,4,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,5,0.017,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,6,0.017,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,7,0.017,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,8,0.02,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,9,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,10,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,11,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,12,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,13,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,14,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,15,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,16,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,17,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,18,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,19,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,21,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,22,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,07/06/2022,23,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,0,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,1,0.002,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,2,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,3,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,4,0.011,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,5,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,6,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,7,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,8,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,9,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,10,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,11,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,12,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,13,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,14,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,15,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,16,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,17,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,18,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,19,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,20,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,21,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,22,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,08/06/2022,23,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,09/06/2022,0,0.011,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,09/06/2022,1,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,09/06/2022,2,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,09/06/2022,3,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,09/06/2022,4,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,09/06/2022,5,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,09/06/2022,6,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,09/06/2022,7,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,09/06/2022,8,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,10/06/2022,5,0.024,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,10/06/2022,6,0.025,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,10/06/2022,7,0.027,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,10/06/2022,8,0.023,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,14/06/2022,14,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,14/06/2022,15,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,14/06/2022,16,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,14/06/2022,17,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,14/06/2022,18,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,14/06/2022,19,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,14/06/2022,20,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,14/06/2022,21,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,14/06/2022,22,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,14/06/2022,23,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,0,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,1,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,2,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,3,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,4,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,5,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,6,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,7,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,8,0.011,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,9,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,10,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,11,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,12,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,13,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,14,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,15,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,16,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,17,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,18,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,19,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,20,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,21,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,22,0.002,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,15/06/2022,23,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,0,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,1,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,2,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,3,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,4,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,5,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,6,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,7,0.018,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,8,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,9,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,10,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,11,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,12,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,13,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,14,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,15,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,16,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,17,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,18,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,19,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,20,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,16/06/2022,21,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,1,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,2,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,3,0.013,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,4,0.016,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,5,0.019,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,6,0.017,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,7,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,8,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,9,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,10,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,11,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,12,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,13,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,14,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,15,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,16,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,17,0.011,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,18,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,19,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,20,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,21,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,22,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,17/06/2022,23,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,0,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,1,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,2,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,3,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,4,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,5,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,6,0.019,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,7,0.015,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,8,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,9,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,10,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,11,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,12,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,13,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,14,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,15,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,16,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,17,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,18,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,19,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,20,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,21,0.025,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,22,0.018,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,18/06/2022,23,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,0,0.011,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,1,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,2,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,3,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,4,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,5,0.016,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,6,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,7,0.014,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,8,0.008,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,9,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,10,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,11,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,12,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,13,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,14,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,15,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,16,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,17,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,18,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,22,0.011,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,19/06/2022,23,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,0,0.01,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,1,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,2,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,3,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,4,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,5,0.007,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,6,0.017,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,7,0.026,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,8,0.012,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,9,0.009,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,10,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,11,0.004,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,12,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,13,0.003,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,14,0.006,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,15,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,16,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,17,0.005,ppm,,,
Nayarit,Tepic,Tecnologico de Tepic,TEC,Dioxido de nitrogeno,NO2,20/06/2022,18,0.005,ppm,,,
